,Unnamed: 0,name,height,weight,reach,STANCE,SLPM,Str Acc,SApm,Str. Def,TD Avg,TD Acc,TD Def,Sub Avg,age
688,688,Kyron Bowen,75.0,185,73.0, Orthodox,2.73,0.57,2.05,0.4,0.0,0.0,0.0,0.0,30.0
689,689,Kevin Knabjian,70.0,170,71.0, Orthodox,0.0,0.0,15.56,0.22,0.0,0.0,1.0,0.0,39.0
690,690,Josias Musasa,,145,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
691,691,Ron Stallings,74.0,170,75.0, Southpaw,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0,41.0
692,692,Ludovit Klein,67.0,155,72.0, Southpaw,3.96,0.55,3.74,0.53,1.77,0.47,0.83,0.0,29.0
693,693,Frank Shamrock,70.0,185,71.0, Orthodox,4.75,0.53,4.66,0.57,0.35,0.5,0.37,1.1,51.0
694,694,Carter Williams,73.0,265,74.0, Orthodox,1.55,0.36,2.32,0.58,2.9,0.33,1.0,0.0,
695,695,Erik Perez,68.0,135,68.0, Orthodox,3.16,0.4,2.09,0.66,3.16,0.55,0.69,0.2,34.0
696,696,Albert Rios,68.0,145,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
697,697,Puja Tomar,,115,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
698,698,Jason Gonzalez,74.0,155,74.0, Southpaw,3.06,0.39,3.13,0.58,0.0,0.0,0.3,1.0,34.0
699,699,Christian Rodriguez,67.0,145,71.0, Orthodox,3.45,0.48,2.28,0.57,1.14,0.54,0.66,1.1,26.0
700,700,Da'Mon Blackshear,70.0,135,72.0, Switch,4.28,0.47,4.09,0.48,2.34,0.37,0.66,0.8,29.0
701,701,Jonathan Santa Maria,69.0,125,65.0,,3.6,0.51,2.53,0.74,0.0,0.0,0.8,0.0,
702,702,Mansur Abdul-Malik,,185,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
703,703,Carlos Barreto,76.0,230,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
704,704,Dwayne Cason,70.0,212,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
705,705,Joe Slick,72.0,199,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
706,706,Tyler Toner,68.0,145,70.0, Orthodox,2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4,41.0
707,707,Raquel Pa'aluhi,67.0,135,68.0,,1.71,0.56,3.42,0.46,0.0,0.0,0.18,0.0,
708,708,Dennis Hallman,69.0,155,72.0, Orthodox,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,48.0
709,709,Stephen Ledbetter,69.0,145,69.0, Orthodox,1.2,0.38,1.6,0.57,5.0,0.45,1.0,0.0,41.0
710,710,Eric Castile,68.0,145,68.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
711,711,Piera Rodriguez,63.0,115,63.0, Orthodox,3.64,0.47,2.84,0.58,3.11,0.41,0.66,0.0,31.0
712,712,Chris Coggins,, --,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
713,713,Lyoto Machida,73.0,185,74.0, Southpaw,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,45.0
714,714,Jesse Finney,72.0,170,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
715,715,Rafael Cavalcante,73.0,205,74.0, Orthodox,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1,44.0
716,716,Gilbert Smith,69.0,185,76.0, Southpaw,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2,42.0
717,717,Claudia Leite,63.0,135,64.0, Orthodox,1.27,0.47,1.73,0.57,1.0,0.25,0.0,1.0,27.0
718,718,Matt Dwyer,76.0,170,76.0, Orthodox,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0,34.0
719,719,Robert Lucarelli,74.0,245,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
720,720,Harris Sarmiento,69.0,155,70.0, Orthodox,0.84,0.25,3.46,0.36,2.36,0.6,0.57,0.0,40.0
721,721,Brogan Walker,64.0,125,67.0, Switch,2.04,0.3,3.7,0.47,0.0,0.0,0.11,0.0,35.0
722,722,Cameron Church,71.0,155,72.0, Orthodox,4.0,0.4,4.93,0.5,0.0,0.0,0.6,1.0,33.0
723,723,Shinsho Anzai,67.0,170,70.0, Orthodox,3.23,0.58,3.75,0.45,1.83,0.16,0.75,0.0,38.0
724,724,Pearl Gonzalez,64.0,115,68.0, Orthodox,2.23,0.37,4.07,0.57,1.04,0.11,0.0,0.5,37.0
725,725,Alexa Grasso,65.0,125,66.0, Orthodox,4.67,0.43,3.95,0.58,0.41,0.45,0.59,0.6,30.0
726,726,Jakob Lovstad,75.0,205,75.0, Orthodox,0.0,0.0,9.43,0.35,0.0,0.0,0.0,0.0,
727,727,Brian Houston,74.0,185,78.0, Orthodox,1.9,0.35,3.67,0.53,0.95,1.0,0.87,0.0,43.0
728,728,Joe Martin,69.0,170,71.0,,0.73,0.4,2.4,0.45,0.0,0.0,0.16,0.0,
729,729,Ariel Beck,66.0,125,66.0, Southpaw,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0,33.0
730,730,Juan Espino,75.0,255,80.0, Orthodox,2.38,0.7,1.95,0.4,8.93,0.78,0.5,2.4,43.0
731,731,Toshiomi Kazama,67.0,135,69.0, Orthodox,2.22,0.54,3.94,0.45,1.51,0.13,0.66,0.0,27.0
732,732,Steve Judson,71.0,230,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
733,733,James McSweeney,76.0,230,77.0, Switch,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1,43.0
734,734,Eddy Millis,73.0,185,73.0,,0.0,0.0,3.36,0.22,0.0,0.0,0.0,7.2,
735,735,Jose Landi-Jons,71.0,170,74.0, Orthodox,0.99,0.4,0.77,0.43,2.2,0.8,0.4,2.2,50.0
736,736,Dylan Budka,72.0,185,75.0, Switch,1.04,0.6,1.8,0.34,3.38,0.38,1.0,0.7,24.0
737,737,Tulio Palhares,,180,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
738,738,MarQuel Mederos,70.0,155,69.0, Orthodox,4.39,0.45,3.29,0.63,0.0,0.0,0.9,0.0,27.0
739,739,Doug Marshall,70.0,205,, Orthodox,6.99,0.46,4.02,0.6,0.0,0.0,0.66,2.4,48.0
740,740,Yohan Banks,, --,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
741,741,Jose Quinonez,68.0,135,69.0, Southpaw,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6,33.0
742,742,Kazuma Maruyama,71.0,155,72.0, Orthodox,3.83,0.41,2.23,0.53,4.79,0.33,1.0,0.0,31.0
743,743,Bekzat Almakhan,67.0,135,68.0, Orthodox,0.2,0.18,4.53,0.3,0.0,0.0,0.0,0.0,26.0
744,744,Rosi Sexton,63.0,135,68.0, Orthodox,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,46.0
745,745,Tai Bowden,71.0,230,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
746,746,Geronimo dos Santos,75.0,264,77.0, Orthodox,1.09,0.33,8.73,0.41,0.0,0.0,0.33,0.0,43.0
747,747,Dave Phillips,72.0,185,72.0, Orthodox,0.0,0.0,2.0,0.25,0.0,0.0,0.0,10.0,44.0
748,748,Ilir Latifi,70.0,230,73.0, Orthodox,2.05,0.45,2.93,0.56,2.11,0.35,1.0,0.3,41.0
749,749,Kelly Kobold,66.0,135,64.0, Orthodox,2.33,0.21,4.11,0.59,1.67,0.11,0.0,0.0,41.0
750,750,Nick Meregali,, --,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
751,751,Adam Meredith,74.0,170,74.0,,2.63,0.5,2.11,0.55,7.89,1.0,1.0,7.9,
752,752,Joe Riggs,72.0,185,70.0, Southpaw,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,41.0
753,753,Luana Santos,66.0,135,67.0, Orthodox,6.21,0.55,3.64,0.64,1.61,0.5,0.66,0.0,24.0
754,754,Gilbert Yvel,74.0,225,77.0, Orthodox,1.05,0.47,1.78,0.5,0.0,0.0,0.25,1.0,47.0
755,755,Kenichi Yamamoto,72.0,170,72.0, Orthodox,0.3,0.46,1.93,0.38,0.0,0.0,0.1,0.3,47.0
756,756,David Gomez,,155,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
757,757,Ho Bae Myeon,71.0,168,72.0, Orthodox,3.16,0.16,3.16,0.83,0.0,0.0,0.0,0.0,
758,758,Anthony Hamilton,77.0,260,76.0, Orthodox,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,44.0
759,759,Sean McCorkle,79.0,265,81.0, Orthodox,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2,47.0
760,760,Rob McCullough,69.0,155,69.0, Orthodox,2.47,0.36,2.84,0.59,0.46,1.0,0.68,0.0,46.0
761,761,Hermes Franca,66.0,155,71.0, Orthodox,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,49.0
762,762,Ryan Roberts,66.0,155,65.0, Orthodox,0.0,0.0,22.5,0.45,0.0,0.0,0.0,0.0,45.0
763,763,Dave Galera,71.0,135,72.0, Orthodox,1.67,0.69,0.53,0.33,0.0,0.0,0.14,2.0,46.0
764,764,Jamie Colleen,63.0,115,65.0, Orthodox,3.11,0.61,5.66,0.33,0.52,0.33,0.5,1.6,38.0
765,765,Olivier Aubin-Mercier,69.0,155,70.0, Southpaw,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,35.0
766,766,Jerrod Sanders,68.0,135,72.0, Orthodox,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,44.0
767,767,Chas Skelly,71.0,145,72.0, Orthodox,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3,39.0
768,768,Eric Steenberg,,155,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
769,769,Ernie Juarez,,145,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
770,770,Kaue Fernandes,69.0,155,73.0, Orthodox,1.53,0.54,0.87,0.59,1.0,1.0,0.62,0.0,29.0
771,771,Bruno Assis,74.0,185,77.0, Orthodox,1.27,0.43,3.2,0.36,2.0,0.5,0.66,1.0,32.0
772,772,Manny Tapia,65.0,135,67.0, Orthodox,2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2,43.0
773,773,John Reedy,68.0,155,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
774,774,Mark De La Rosa,66.0,135,65.0, Orthodox,3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2,29.0
775,775,Sheila Gaff,65.0,135,64.0, Orthodox,1.6,0.5,2.89,0.28,0.0,0.0,0.2,0.0,34.0
776,776,Jordan Wright,74.0,205,77.0, Orthodox,4.1,0.56,6.03,0.31,2.09,0.45,1.0,0.4,32.0
777,777,Allan Nascimento,68.0,125,69.0, Orthodox,3.21,0.61,2.28,0.5,1.55,0.26,0.16,0.9,32.0
778,778,Rameau Thierry Sokoudjou,70.0,205,78.0, Orthodox,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9,40.0
779,779,Yohan Lainesse,73.0,170,76.0, Orthodox,2.22,0.41,3.38,0.58,0.94,0.28,0.72,0.5,31.0
780,780,Alex Oliveira,71.0,170,76.0, Orthodox,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,36.0
781,781,Artenus Young,,205,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
782,782,Tom Gallicchio,70.0,170,75.0, Southpaw,3.53,0.26,7.07,0.43,1.0,0.11,0.0,0.0,37.0
783,783,Won Sik Park,71.0,154,71.0, Orthodox,2.6,0.43,2.2,0.47,0.0,0.0,0.0,0.0,
784,784,Loik Radzhabov,71.0,155,69.0, Orthodox,2.93,0.42,4.73,0.45,6.73,0.57,0.55,0.0,33.0
785,785,Mike Moreno,72.0,185,72.0,,1.27,0.51,1.07,0.58,0.0,0.0,0.44,0.0,
786,786,Shayilan Nuerdanbieke,68.0,145,69.0, Orthodox,2.28,0.45,2.94,0.5,2.9,0.33,0.4,0.0,30.0
787,787,Lara Procopio,64.0,125,67.0, Orthodox,5.64,0.58,6.5,0.47,3.15,0.47,0.5,0.3,28.0
788,788,Eduardo Torres Caut,67.0,135,70.0, Orthodox,1.1,0.34,1.24,0.65,2.06,0.33,0.5,0.0,29.0
789,789,Rodolfo Vieira,72.0,185,73.0, Orthodox,3.19,0.54,4.6,0.49,4.18,0.3,1.0,1.6,34.0
790,790,Desmond Torres,66.0,135,69.0, Orthodox,4.8,0.64,11.78,0.48,0.0,0.0,1.0,0.0,27.0
791,791,Clayton Carpenter,66.0,125,66.0, Orthodox,4.5,0.51,2.85,0.6,2.47,0.5,0.0,2.5,27.0
792,792,Garrett Armfield,66.0,135,70.0, Orthodox,6.22,0.53,3.93,0.58,0.0,0.0,0.64,0.0,27.0
793,793,Phil Caracappa,68.0,135,70.0, Orthodox,2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0,31.0
794,794,Yuki Kondo,71.0,183,71.0, Southpaw,1.14,0.42,2.57,0.51,0.76,0.41,0.37,0.5,48.0
795,795,Tom Niinimaki,69.0,145,69.0, Orthodox,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,41.0
796,796,Cheyanne Vlismas,63.0,115,63.0, Switch,4.93,0.5,2.57,0.64,0.25,0.33,0.66,0.2,28.0
797,797,Dong Hyun Kim,74.0,170,76.0, Southpaw,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,42.0
798,798,Dmitry Sosnovskiy,75.0,240,77.0, Orthodox,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2,34.0
799,799,Dongi Yang,70.0,185,73.0, Southpaw,3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5,39.0
800,800,Quinton Jackson,73.0,205,73.0, Orthodox,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,45.0
801,801,Brian Geraghty,67.0,155,68.0, Orthodox,0.47,0.25,9.77,0.36,0.0,0.0,0.5,0.0,43.0
802,802,Fred Ettish,72.0,180,, Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
803,803,Paul Georgieff,74.0,170,74.0, Orthodox,2.55,0.4,2.34,0.35,0.0,0.0,0.0,0.0,41.0
804,804,Andy Ologun,72.0,154,73.0, Orthodox,2.36,0.57,0.32,0.85,0.68,1.0,0.8,0.0,40.0
805,805,Alberto Montes,67.0,135,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
806,806,Dion Staring,73.0,235,76.0, Orthodox,1.09,0.37,5.0,0.47,0.0,0.0,0.33,0.0,45.0
807,807,Christina Marks,67.0,125,69.0, Orthodox,5.0,0.58,3.0,0.64,7.5,1.0,0.0,0.0,38.0
808,808,Xiao Long,68.0,135,70.0, Orthodox,5.13,0.49,3.49,0.54,0.67,0.25,0.78,0.0,26.0
809,809,Francis Ngannou,76.0,250,83.0, Orthodox,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3,37.0
810,810,Matt Van Buren,77.0,205,77.0,,7.73,0.45,6.82,0.49,0.0,0.0,0.5,0.0,37.0
811,811,Daichi Abe,71.0,170,71.0, Orthodox,3.8,0.33,4.49,0.56,0.33,0.5,0.0,0.0,32.0
812,812,Dong Huaxiang,63.0,115,61.0, Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
813,813,Kelly Faszholz,68.0,135,67.0, Orthodox,4.01,0.48,3.61,0.52,0.0,0.0,0.44,0.0,39.0
814,814,Jeff Newton,74.0,205,73.0, Sideways,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5,57.0
815,815,Daniel Spitz,79.0,245,82.0, Orthodox,2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0,33.0
816,816,Jack Jenkins,67.0,145,68.0, Switch,4.43,0.61,3.07,0.59,2.56,0.69,0.75,0.0,30.0
817,817,Kazunari Murakami,73.0,220,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
818,818,Michael McDonald,71.0,205,72.0, Orthodox,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,59.0
819,819,Mara Romero Borella,66.0,125,69.0, Orthodox,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,37.0
820,820,Matt Kovacs,72.0,244,72.0, Orthodox,1.47,0.22,4.87,0.44,1.0,0.25,0.0,0.0,
821,821,Dileno Lopes,65.0,135,66.0,,2.37,0.36,3.33,0.53,2.5,0.31,1.0,1.5,39.0
822,822,Derrick Burnsed,,155,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
823,823,Pedro Falcao,66.0,135,66.0, Orthodox,2.9,0.48,2.63,0.48,2.07,0.22,0.83,0.0,31.0
824,824,Kyle Daukaus,75.0,185,76.0, Southpaw,3.22,0.52,2.94,0.42,2.12,0.25,0.82,1.9,31.0
825,825,Katsuya Inoue,69.0,168,70.0, Southpaw,3.41,0.24,12.89,0.51,0.0,0.0,0.66,0.0,44.0
826,826,Seichi Ikemoto,71.0,168,72.0, Orthodox,2.59,0.32,3.74,0.57,1.23,0.26,0.6,0.0,48.0
827,827,Jason Sharp,,205,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
828,828,Enson Inoue,70.0,210,70.0, Orthodox,1.7,0.63,1.88,0.3,0.0,0.0,0.33,0.0,57.0
829,829,Ben Nguyen,65.0,125,65.0, Switch,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,35.0
830,830,Yuta Sasaki,70.0,125,71.0, Southpaw,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,34.0
831,831,Collin Hart,73.0,185,76.0, Orthodox,6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0,34.0
832,832,Roger Hollett,71.0,205,73.0, Orthodox,1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0,45.0
833,833,Benson Henderson,69.0,170,70.0, Southpaw,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,40.0
834,834,Larry Cureton,74.0,240,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
835,835,Brandon Michaels,69.0,185,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
836,836,Don'Tale Mayes,78.0,260,81.0, Orthodox,3.69,0.43,3.96,0.47,0.71,0.43,0.6,0.0,32.0
837,837,Satoshi Honma,73.0,205,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
838,838,Kyle Reyes,68.0,145,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
839,839,Salvador Becerra,69.0,155,74.0,,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0,
840,840,Ricardo Morais,80.0,270,82.0, Orthodox,2.86,0.37,2.39,0.53,0.0,0.0,0.0,0.0,57.0
841,841,Jesse Murray,75.0,205,78.0, Orthodox,2.38,0.28,7.72,0.43,0.0,0.0,0.0,0.0,31.0
842,842,Roger Narvaez,75.0,185,79.0, Southpaw,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9,40.0
843,843,Matt Hobar,70.0,135,70.0, Southpaw,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0,37.0
844,844,Barb Honchak,64.0,125,65.0, Orthodox,4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3,44.0
845,845,Jeremiah O'Neal,68.0,260,66.0,,1.15,0.4,7.5,0.23,0.0,0.0,0.0,0.0,46.0
846,846,Ashlee Evans-Smith,68.0,135,67.0, Orthodox,4.03,0.34,4.59,0.53,0.95,0.22,0.5,0.0,36.0
847,847,Bobby Flynn,71.0,170,70.0,,0.38,0.25,0.77,0.0,0.0,0.0,0.0,0.0,
848,848,Alejandro Garcia,67.0,145,68.0,,1.22,0.62,1.14,0.65,8.55,0.87,0.66,0.0,
849,849,Eduarda Moura,66.0,115,66.0, Orthodox,5.61,0.67,0.45,0.8,5.34,1.0,0.0,1.3,30.0
850,850,Bahatebole Batebolati,68.0,170,71.0, Southpaw,4.34,0.47,4.62,0.64,2.04,1.0,1.0,0.0,26.0
851,851,Jhonata Diniz,76.0,254,79.0, Orthodox,4.31,0.48,3.92,0.45,0.0,0.0,0.8,0.0,32.0
852,852,Joel Alvarez,75.0,155,77.0, Orthodox,3.65,0.46,3.37,0.5,0.0,0.0,0.11,1.3,31.0
853,853,Norman Parke,71.0,155,70.0, Southpaw,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0,37.0
854,854,Jack Shore,68.0,145,71.0, Orthodox,3.75,0.58,2.32,0.56,3.1,0.38,0.76,0.7,29.0
855,855,Alessio Sakara,72.0,185,72.0, Orthodox,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,42.0
856,856,Paulo Cesar Silva,89.0,385,87.0, Orthodox,0.4,0.15,2.72,0.47,0.42,1.0,0.16,0.4,60.0
857,857,Emrah Sonmez,70.0,145,71.0, Orthodox,1.47,0.46,1.73,0.48,5.0,0.21,0.0,0.0,31.0
858,858,Jeff Crotty,68.0,155,69.0,,0.93,0.35,3.33,0.54,5.0,0.38,0.0,1.0,
859,859,Steve Montgomery,76.0,185,76.0, Southpaw,4.85,0.39,4.12,0.47,0.0,0.0,0.64,0.0,33.0
860,860,Jeremiah Constant,73.0,240,74.0, Orthodox,1.5,0.75,3.25,0.43,0.0,0.0,0.0,7.5,49.0
861,861,Kain Royer,69.0,185,69.0,,0.0,0.0,1.63,0.14,0.0,0.0,0.0,4.1,
862,862,Jesus Aguilar,64.0,125,62.0, Orthodox,1.49,0.5,1.11,0.59,1.9,0.33,0.4,1.4,28.0
863,863,Michael Bravo,,155,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
864,864,Sho Patrick Usami,69.0,155,70.0, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
865,865,Anistavio Medeiros,66.0,145,70.0, Orthodox,3.64,0.44,5.0,0.47,0.0,0.0,0.0,0.0,36.0
866,866,Terrion Ware,68.0,135,71.0, Orthodox,4.02,0.32,6.07,0.5,0.5,0.22,0.44,0.0,38.0
867,867,Ryan Couture,70.0,155,73.0, Orthodox,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3,41.0
868,868,Sedriques Dumas,74.0,185,79.0, Orthodox,1.76,0.45,2.14,0.57,0.71,0.5,0.4,0.4,28.0
869,869,Malcolm Wellmaker,,135,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
870,870,Levi Avera,73.0,170,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
871,871,Dashawn Boatwright,72.0,205,76.0, Orthodox,0.0,0.0,52.5,0.12,0.0,0.0,0.0,0.0,36.0
872,872,Elias Silverio,71.0,155,73.0, Orthodox,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,37.0
873,873,Jermaine Andre,67.0,200,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
874,874,Belal Muhammad,71.0,170,72.0, Orthodox,4.55,0.43,3.64,0.57,1.98,0.35,0.93,0.2,35.0
875,875,Priya Sharma,61.0,115,59.0, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
876,876,Diego Saraiva,66.0,155,67.0, Orthodox,1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7,42.0
877,877,Bobby Voelker,72.0,170,74.0, Orthodox,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0,45.0
878,878,Charlie Brenneman,70.0,155,70.0, Orthodox,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,43.0
879,879,Richard Odoms,77.0,265,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
880,880,Henrique Shiguemoto,71.0,185,72.0, Orthodox,3.6,0.33,6.0,0.16,0.0,0.0,0.5,0.0,34.0
881,881,Cesar Marscucci,, --,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
882,882,Keith Wisniewski,72.0,170,73.0, Orthodox,2.32,0.52,4.86,0.42,1.57,0.4,0.78,0.3,42.0
883,883,Pablo Villaseca,67.0,155,69.0,,2.79,0.42,3.25,0.65,2.5,0.5,0.33,0.0,37.0
884,884,Razak Al-Hassan,74.0,205,79.0, Orthodox,3.27,0.39,3.14,0.6,0.65,0.14,0.57,0.0,42.0
885,885,Khalil Rountree Jr.,73.0,205,76.0, Southpaw,3.84,0.39,4.18,0.5,0.0,0.0,0.58,0.1,34.0
886,886,Manuel Gaxhja,68.0,155,, Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
887,887,Gegard Mousasi,74.0,185,76.0, Orthodox,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,38.0
888,888,Eddie Yagin,67.0,145,69.0, Orthodox,3.13,0.3,5.77,0.42,0.0,0.0,0.62,1.0,45.0
889,889,Edgar Garcia,70.0,170,71.0, Orthodox,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6,40.0
890,890,Jason Knight,70.0,145,71.0, Orthodox,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,31.0
891,891,Victor Rodriguez,65.0,125,67.0, Switch,1.59,0.37,6.11,0.5,0.0,0.0,0.0,0.0,31.0
892,892,Joe Lowry,71.0,155,73.0, Orthodox,3.97,0.34,4.25,0.63,0.0,0.0,0.0,0.0,34.0
893,893,Shaheen Santana,73.0,155,75.0, Orthodox,0.82,0.42,1.65,0.4,0.0,0.0,0.0,2.8,32.0
894,894,Dustin Stoltzfus,72.0,185,75.0, Orthodox,3.49,0.44,3.29,0.48,2.4,0.4,0.46,0.7,32.0
895,895,Tony Fryklund,72.0,185,68.0, Orthodox,3.49,0.39,6.5,0.43,0.0,0.0,0.66,0.5,53.0
896,896,Nick Denis,67.0,135,70.0, Orthodox,6.54,0.53,5.42,0.36,2.8,1.0,0.8,0.0,40.0
897,897,Luis Gomez,67.0,145,68.0, Orthodox,1.57,0.33,4.03,0.55,4.48,0.5,0.33,0.0,29.0
898,898,Bryce Mitchell,70.0,145,70.0, Southpaw,2.3,0.58,1.63,0.58,3.45,0.41,0.33,1.6,29.0
899,899,Brian Schwartz,75.0,170,75.0, Orthodox,1.27,0.44,0.87,0.45,0.0,0.0,0.5,1.0,
900,900,Joey Gomez,70.0,155,71.0, Orthodox,3.73,0.49,3.33,0.5,2.0,0.28,0.0,0.0,34.0
901,901,Eric Wisely,68.0,145,70.0, Southpaw,1.42,0.47,2.08,0.56,0.0,0.0,0.27,0.9,39.0
902,902,Jason Freeman,74.0,225,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
903,903,Rodrigo Damm,67.0,155,71.0, Orthodox,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,44.0
904,904,Melsik Baghdasaryan,69.0,145,70.0, Southpaw,5.28,0.61,3.06,0.58,0.0,0.0,0.72,0.0,32.0
905,905,Joel Thomas,70.0,170,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
906,906,Angela Magana,61.0,115,65.0, Orthodox,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4,40.0
907,907,Dimitiri Wanderley,74.0,205,75.0, Orthodox,0.92,0.25,4.31,0.3,1.16,0.2,0.0,0.0,
908,908,Ron Faircloth,69.0,205,70.0, Orthodox,0.39,0.4,8.9,0.42,0.0,0.0,0.0,0.0,44.0
