,Unnamed: 0,name,height,weight,reach,STANCE,SLPM,Str Acc,SApm,Str. Def,TD Avg,TD Acc,TD Def,Sub Avg,age
2258,2258,Young Hwang,69.0,135,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
2259,2259,Iony Razafiarison,63.0,145,64.0,,1.2,0.42,1.4,0.53,2.0,0.5,0.75,0.0,39.0
2260,2260,Daniel Schmitt,,185,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2261,2261,Chase Hooper,73.0,155,74.0, Southpaw,5.08,0.52,3.33,0.36,1.45,0.24,0.55,2.3,24.0
2262,2262,Roybert Echeverria,65.0,125,67.0, Switch,2.95,0.53,2.52,0.57,0.0,0.0,0.71,2.6,28.0
2263,2263,Micheal Gillmore,71.0,170,72.0, Orthodox,2.04,0.57,3.02,0.43,0.0,0.0,0.5,0.0,37.0
2264,2264,Brian Gassaway,73.0,170,73.0, Orthodox,0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0,51.0
2265,2265,Andre Muniz,73.0,185,78.0, Southpaw,1.97,0.5,1.99,0.54,4.23,0.5,0.35,1.2,34.0
2266,2266,Ken Stone,68.0,135,71.0, Southpaw,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,41.0
2267,2267,Jeremiah Billington,69.0,205,71.0, Orthodox,1.6,0.62,7.06,0.35,0.0,0.0,0.5,0.0,46.0
2268,2268,Andre Santos,72.0,170,71.0,,2.77,0.34,4.17,0.41,2.5,0.29,0.75,0.0,
2269,2269,Thiago Tavares,67.0,145,70.0, Orthodox,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,39.0
2270,2270,Cal Worsham,71.0,230,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2271,2271,David Lee,70.0,155,71.0, Orthodox,1.49,0.5,3.31,0.42,0.0,0.0,0.5,0.0,
2272,2272,Stefan Sekulic,72.0,170,75.0, Southpaw,1.83,0.5,2.83,0.64,2.0,0.33,0.25,0.5,32.0
2273,2273,John Hosman,70.0,135,71.0, Southpaw,1.11,0.38,1.52,0.45,0.0,0.0,0.46,0.0,43.0
2274,2274,Sergei Pavlovich,75.0,257,84.0, Southpaw,8.21,0.48,4.61,0.55,0.0,0.0,0.75,0.0,32.0
2275,2275,Kaline Medeiros,63.0,115,62.0,,2.06,0.7,0.29,0.83,4.41,1.0,0.0,4.4,
2276,2276,Yurij Kiseliov,68.0,185,71.0, Orthodox,4.88,0.87,0.0,0.0,0.0,0.0,0.5,0.0,
2277,2277,Waachiim Spiritwolf,68.0,170,69.0,,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,
2278,2278,Joe Pearson,70.0,145,72.0, Orthodox,0.59,0.18,3.51,0.33,0.0,0.0,0.0,4.4,46.0
2279,2279,Quinn Mulhern,75.0,155,76.0, Orthodox,1.48,0.28,2.09,0.51,1.36,0.2,0.33,0.0,39.0
2280,2280,Tony Bonello,74.0,185,76.0,,0.62,0.33,12.62,0.1,0.0,0.0,0.0,0.0,
2281,2281,Nick Aguirre,69.0,135,74.0, Southpaw,0.73,0.33,2.89,0.45,1.16,0.2,0.33,0.6,28.0
2282,2282,Jose Santibanez,,155,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
2283,2283,Jerrel Venetiaan,73.0,195,74.0, Orthodox,0.81,0.33,1.51,0.67,0.0,0.0,0.6,0.0,53.0
2284,2284,Adli Edwards,,145,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
2285,2285,Gadzhi Omargadzhiev,73.0,170,71.0, Switch,1.8,0.39,2.2,0.39,1.35,0.3,0.6,0.5,31.0
2286,2286,Conor Heun,70.0,155,72.0, Orthodox,2.92,0.36,3.66,0.54,2.45,0.31,0.33,0.3,45.0
2287,2287,Gina Mazany,66.0,125,68.0, Southpaw,3.73,0.5,3.52,0.5,4.34,0.52,0.33,0.2,35.0
2288,2288,Felix Lee Mitchell,, --,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2289,2289,Sergio Moraes,72.0,170,72.0, Orthodox,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,41.0
2290,2290,Peggy Morgan,73.0,135,71.0,,2.27,0.23,8.2,0.33,0.0,0.0,0.5,0.0,44.0
2291,2291,Hunter Worsham,,185,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2292,2292,Poppies Martinez,69.0,145,64.0,,2.88,0.5,2.16,0.51,1.54,0.33,0.5,9.2,40.0
2293,2293,Bevon Lewis,75.0,185,79.0, Orthodox,3.73,0.43,2.67,0.54,0.0,0.0,0.66,0.0,33.0
2294,2294,Rob Yundt,73.0,185,73.0, Orthodox,1.37,0.41,2.55,0.31,2.94,1.0,0.0,0.0,44.0
2295,2295,Terrance McKinney,70.0,155,73.0, Switch,4.53,0.5,2.63,0.45,3.45,0.36,0.85,1.0,29.0
2296,2296,Rafael Alves,68.0,155,68.0, Orthodox,1.85,0.48,3.3,0.58,0.29,0.25,0.44,1.5,33.0
2297,2297,David Levicki,77.0,275,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2298,2298,Tyrone Roberts,69.0,185,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2299,2299,Hiroyuki Abe,66.0,145,66.0, Orthodox,1.71,0.36,3.11,0.63,0.0,0.0,0.33,0.0,
2300,2300,Edwin Aguilar,70.0,185,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2301,2301,Sam Adkins,75.0,225,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2302,2302,Ericka Almeida,66.0,115,69.0, Orthodox,1.07,0.39,3.33,0.43,0.5,0.33,0.37,0.0,35.0
2303,2303,Roger Huerta,69.0,155,70.0, Orthodox,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,41.0
2304,2304,Ryan LaFlare,73.0,170,74.0, Southpaw,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2,40.0
2305,2305,Drew McFedries,72.0,185,72.0, Southpaw,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,45.0
2306,2306,Jacob Kilburn,69.0,145,72.0, Orthodox,2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5,28.0
2307,2307,Scott Askham,75.0,185,75.0, Southpaw,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,36.0
2308,2308,Saad Awad,71.0,155,74.0,,2.13,0.26,1.87,0.6,0.5,0.16,1.0,0.5,40.0
2309,2309,Hugo Duarte,72.0,240,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
2310,2310,Yaotzin Meza,69.0,145,71.0, Orthodox,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,43.0
2311,2311,Charlene Gellner,62.0,125,64.0,,2.01,0.42,3.24,0.43,0.0,0.0,0.0,1.7,
2312,2312,Ilya Kotau,70.0,170,75.0,,3.94,0.4,4.38,0.44,6.57,1.0,1.0,6.6,
2313,2313,Abram Torres,70.0,170,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
2314,2314,Cole Williams,72.0,170,73.0, Orthodox,0.31,0.27,5.34,0.23,0.0,0.0,0.25,0.0,40.0
2315,2315,Wagner da Conceicao Martins,79.0,390,82.0, Orthodox,1.91,0.37,5.43,0.42,2.2,1.0,1.0,0.0,46.0
2316,2316,Geane Herrera,65.0,125,66.0, Orthodox,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,33.0
2317,2317,Dan Charles,74.0,228,74.0,,2.82,0.45,3.51,0.44,0.0,0.0,0.31,0.0,38.0
2318,2318,Anthony Smith,76.0,205,76.0, Orthodox,3.23,0.48,4.47,0.46,0.49,0.26,0.49,0.7,35.0
2319,2319,Michal Oleksiejczuk,72.0,185,74.0, Southpaw,5.06,0.5,4.26,0.61,0.75,0.44,0.48,0.0,29.0
2320,2320,Tom DeBlass,72.0,185,74.0, Orthodox,1.5,0.35,4.43,0.37,1.0,0.5,0.28,0.5,42.0
2321,2321,Carl Deaton,67.0,155,69.0, Orthodox,1.53,0.31,1.85,0.61,0.0,0.0,0.5,0.0,34.0
2322,2322,Thiago Perpetuo,70.0,170,73.0, Orthodox,5.39,0.69,3.51,0.51,2.82,0.5,0.66,0.0,36.0
2323,2323,John Allan,73.0,205,75.0, Orthodox,3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8,31.0
2324,2324,Mark Kerr,75.0,266,76.0, Switch,0.28,0.41,0.89,0.28,2.92,0.77,0.0,0.4,55.0
2325,2325,Vaughan Lee,66.0,125,66.0, Orthodox,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0,41.0
2326,2326,Jan Blachowicz,74.0,205,78.0, Orthodox,3.41,0.5,2.91,0.53,1.09,0.5,0.68,0.3,41.0
2327,2327,Andrea Lee,66.0,125,69.0, Orthodox,4.69,0.46,3.76,0.62,1.85,0.58,0.55,0.6,35.0
2328,2328,Daniel Omielanczuk,72.0,247,74.0, Southpaw,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,41.0
2329,2329,Yusuke Kawaguchi,72.0,255,73.0,,2.87,0.47,3.93,0.5,0.0,0.0,0.72,0.0,43.0
2330,2330,Bob Schrijber,72.0,240,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2331,2331,Rony Sefo,69.0,225,74.0, Orthodox,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,
2332,2332,Don Frye,73.0,219,74.0, Orthodox,2.87,0.64,3.57,0.37,0.91,0.57,0.45,0.7,58.0
2333,2333,Takayo Hashi,64.0,135,65.0, Orthodox,2.84,0.26,6.56,0.61,0.0,0.0,0.0,0.0,46.0
2334,2334,Pedro Rocha,, --,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2335,2335,Evan Esguerra,,145,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2336,2336,Carlos Condit,74.0,170,75.0, Orthodox,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0,40.0
2337,2337,Vinc Pichel,70.0,155,72.0, Orthodox,3.62,0.46,3.05,0.55,2.78,0.54,0.25,0.2,41.0
2338,2338,Jack Marshman,72.0,185,73.0, Orthodox,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0,34.0
2339,2339,Andrei Semenov,72.0,185,73.0, Orthodox,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4,46.0
2340,2340,Leigh Remedios,67.0,155,69.0, Orthodox,0.75,0.41,1.36,0.68,0.0,0.0,0.33,0.0,48.0
2341,2341,Julio Arce,67.0,145,70.0, Southpaw,4.36,0.36,3.05,0.68,0.46,0.28,0.96,0.3,34.0
2342,2342,Juan Manuel Puig,69.0,145,72.0, Orthodox,4.91,0.23,7.17,0.51,0.0,0.0,0.0,0.0,35.0
2343,2343,Alexander Hernandez,69.0,145,72.0, Orthodox,4.33,0.41,4.66,0.55,1.06,0.31,0.59,0.1,31.0
2344,2344,Motoki Miyazawa,71.0,168,72.0, Southpaw,1.23,0.28,3.91,0.61,0.0,0.0,0.0,0.0,
2345,2345,Yushin Okami,74.0,170,75.0, Southpaw,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,42.0
2346,2346,Sandra Lavado,67.0,115,66.0, Orthodox,0.87,0.37,2.67,0.34,0.0,0.0,0.33,0.0,30.0
2347,2347,Kamuela Kirk,70.0,155,75.0, Switch,3.22,0.5,5.87,0.4,1.5,0.26,0.47,1.2,30.0
2348,2348,Igor Gracie,71.0,170,74.0,,1.86,0.6,0.99,0.5,3.72,0.5,0.0,3.7,44.0
2349,2349,Bryan Humes,,265,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2350,2350,Victoria Leonardo,65.0,125,64.0, Orthodox,3.27,0.39,4.7,0.46,1.6,0.27,0.71,0.0,34.0
2351,2351,Myktybek Orolbai,70.0,155,74.0, Orthodox,3.02,0.52,2.56,0.47,7.44,0.44,0.5,0.6,26.0
2352,2352,Hugo Govea,, --,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2353,2353,Solomon Renfro,69.0,170,72.0, Switch,5.2,0.44,3.53,0.61,2.0,0.5,1.0,0.0,27.0
2354,2354,Talita Bernardo,64.0,135,68.0, Orthodox,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5,37.0
2355,2355,Junye Gao,,125,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2356,2356,Ralph Dillon,74.0,205,75.0, Orthodox,0.34,0.14,0.69,0.6,0.0,0.0,0.0,0.0,
2357,2357,Sterling Ford,70.0,155,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
2358,2358,Eiji Ishikawa,70.0,170,72.0,,1.2,0.29,4.07,0.6,1.0,0.09,0.0,0.0,44.0
2359,2359,Marcus Kowal,,135,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2360,2360,Trent Jenkins,74.0,185,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2361,2361,Muhsin Corbbrey,70.0,155,70.0, Orthodox,2.02,0.34,5.41,0.53,0.0,0.0,0.8,0.4,46.0
2362,2362,Rudy Bears,71.0,170,71.0, Southpaw,1.27,0.29,2.53,0.5,0.0,0.0,0.0,0.0,
2363,2363,Sam Liera,70.0, --,71.0,,0.82,0.6,7.36,0.51,0.0,0.0,0.66,0.0,
2364,2364,Mike Campbell,69.0,155,70.0, Southpaw,1.4,0.26,1.4,0.63,5.26,1.0,0.0,0.0,
2365,2365,Joe Neal,66.0,135,68.0,,1.87,0.19,3.8,0.66,0.0,0.0,0.0,0.0,37.0
2366,2366,Jacare Souza,73.0,185,72.0, Orthodox,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,44.0
2367,2367,Adrian Diaz,70.0,145,71.0, Southpaw,0.48,0.42,3.84,0.51,2.4,0.5,0.0,0.0,36.0
2368,2368,Jamie Moyle,61.0,115,65.0, Orthodox,4.51,0.51,4.0,0.65,1.0,0.21,0.5,0.0,35.0
2369,2369,Wagner Campos,66.0,145,66.0, Southpaw,1.54,0.41,2.53,0.51,2.71,1.0,0.0,0.0,42.0
2370,2370,Masanori Kanehara,67.0,135,67.0, Orthodox,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,41.0
2371,2371,Shaun Etchell,67.0,125,68.0, Switch,0.0,0.0,0.0,0.0,4.37,1.0,1.0,0.0,30.0
2372,2372,Clint Godfrey,66.0,135,67.0, Southpaw,0.57,0.31,0.96,0.65,0.85,0.25,0.5,0.0,41.0
2373,2373,Myles Jury,70.0,145,73.0, Orthodox,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,35.0
2374,2374,Jerome Rivera,70.0,125,72.0, Southpaw,3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0,29.0
2375,2375,Antonio Silva,76.0,264,82.0, Orthodox,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,44.0
2376,2376,Cheyden Leialoha,68.0,135,73.0, Orthodox,1.87,0.28,3.2,0.53,2.0,0.33,0.71,0.0,30.0
2377,2377,Justin Frazier,72.0,265,75.0, Southpaw,1.11,0.66,6.11,0.04,0.0,0.0,0.0,0.0,34.0
2378,2378,Hideo Tokoro,67.0,135,69.0, Orthodox,1.78,0.37,2.01,0.65,0.87,0.34,0.44,2.3,46.0
2379,2379,Bobby Green,70.0,155,71.0, Orthodox,6.45,0.52,3.75,0.62,1.19,0.38,0.74,0.3,37.0
2380,2380,Makwan Amirkhani,70.0,145,72.0, Southpaw,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,35.0
2381,2381,Isis Verbeek,64.0,115,64.0, Orthodox,3.13,0.43,3.53,0.53,0.0,0.0,0.66,0.0,29.0
2382,2382,Tsuyoshi Kohsaka,71.0,225,73.0, Orthodox,1.88,0.38,4.41,0.54,1.32,0.2,0.33,0.4,54.0
2383,2383,DeAnna Bennett,64.0,125,68.0, Orthodox,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0,39.0
2384,2384,Josh Grispi,71.0,145,74.0, Orthodox,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2,35.0
2385,2385,John Hathaway,73.0,170,75.0, Orthodox,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,36.0
2386,2386,Jack Hermansson,73.0,185,77.0, Orthodox,5.09,0.44,3.69,0.56,1.53,0.3,0.8,0.4,35.0
2387,2387,Ron Waterman,74.0,280,76.0, Orthodox,0.84,0.5,1.37,0.42,4.19,0.69,0.5,2.8,58.0
2388,2388,Reza Arianto,,155,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2389,2389,Jamey-Lyn Horth,67.0,125,66.0, Orthodox,3.97,0.62,3.53,0.57,0.5,0.25,0.7,0.0,34.0
2390,2390,Alexander Shlemenko,71.0,185,71.0,,4.36,0.6,1.71,0.63,0.0,0.0,0.0,0.0,40.0
2391,2391,Ben Lagman,74.0,185,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2392,2392,Yoshiro Maeda,67.0,139,68.0, Southpaw,2.36,0.33,2.55,0.63,2.93,0.51,0.5,0.7,42.0
2393,2393,Kennedy Nzechukwu,77.0,205,83.0, Southpaw,5.13,0.45,4.9,0.5,0.6,0.45,0.8,0.2,31.0
2394,2394,Dominick Reyes,76.0,205,77.0, Southpaw,4.75,0.5,3.77,0.48,0.36,0.28,0.8,0.4,34.0
2395,2395,Dave Herman,76.0,242,77.0, Orthodox,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,39.0
2396,2396,Justine Kish,65.0,125,64.0, Orthodox,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1,36.0
2397,2397,Andre Mussi,75.0,242,76.0, Orthodox,0.0,0.0,10.59,0.35,0.0,0.0,0.0,0.0,
2398,2398,Cameron Saaiman,68.0,135,67.0, Southpaw,5.32,0.46,4.18,0.51,0.91,0.28,0.47,0.7,23.0
2399,2399,Fabiola Pidroni,,115,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2400,2400,Murad Chunkaiev,71.0,185,72.0, Orthodox,0.85,0.16,3.41,0.66,8.53,1.0,0.0,0.0,
2401,2401,Neil Wain,70.0,242,71.0, Orthodox,2.64,0.5,8.57,0.43,0.0,0.0,0.5,0.0,
2402,2402,Justin Haskins,70.0,170,72.0, Orthodox,1.51,0.33,2.65,0.54,1.62,0.4,0.52,0.8,44.0
2403,2403,Colby Covington,71.0,170,72.0, Orthodox,3.88,0.38,2.98,0.55,3.79,0.44,0.67,0.2,36.0
2404,2404,Pablo Alfonso,68.0,145,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
2405,2405,Sean Gannon,75.0,265,75.0, Southpaw,0.0,0.0,6.38,0.28,0.0,0.0,0.5,0.0,
2406,2406,Sasha Palatnikov,73.0,170,72.0, Switch,6.69,0.53,5.44,0.52,0.72,1.0,0.7,0.0,35.0
2407,2407,Kelly Velasco,69.0,135,68.0, Orthodox,2.27,0.35,5.67,0.47,0.0,0.0,1.0,0.0,29.0
2408,2408,Javi Alanis,66.0,135,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2409,2409,Luana Carolina,66.0,125,69.0, Orthodox,4.63,0.49,3.63,0.49,0.38,0.42,0.76,0.6,30.0
2410,2410,Chris Cope,72.0,170,72.0, Orthodox,3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0,41.0
2411,2411,Brady Huang,69.0,135,69.0, Orthodox,4.62,0.37,10.77,0.3,0.0,0.0,0.0,0.0,31.0
2412,2412,Tatsuya Ando,64.0,145,68.0, Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
2413,2413,Shoji Maruyama,67.0,139,68.0, Orthodox,1.4,0.63,0.27,0.55,0.0,0.0,0.54,0.0,41.0
2414,2414,Diego Ferreira,69.0,155,74.0, Orthodox,5.04,0.39,3.43,0.56,0.96,0.3,0.6,0.6,39.0
2415,2415,Chad Laprise,70.0,170,71.0, Orthodox,4.78,0.42,3.59,0.65,1.05,0.54,0.78,0.0,37.0
2416,2416,Ange Loosa,70.0,170,74.0, Orthodox,6.09,0.46,6.67,0.52,2.05,0.42,0.9,0.2,31.0
2417,2417,Joe Benoit,69.0,170,70.0, Orthodox,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0
2418,2418,Steve Kennedy,71.0,170,71.0, Orthodox,2.28,0.35,5.52,0.45,2.51,0.33,0.0,0.0,41.0
2419,2419,Jacob Rosales,71.0,155,74.0, Orthodox,7.19,0.46,10.66,0.44,1.12,0.18,0.5,0.6,28.0
2420,2420,Igor Severino,67.0,125,69.0, Orthodox,7.17,0.52,4.33,0.47,9.69,0.71,0.5,0.0,21.0
2421,2421,Arjan Bhullar,73.0,245,75.0, Orthodox,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0,38.0
2422,2422,Daniel Weichel,70.0,145,70.0,,5.71,0.42,4.05,0.61,0.84,0.5,0.83,0.0,39.0
2423,2423,Vitaly Minakov,74.0,249,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
2424,2424,Vicente Luque,71.0,170,75.0, Orthodox,5.07,0.52,5.21,0.52,1.0,0.53,0.62,0.6,32.0
2425,2425,Francisco Bueno,69.0,225,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2426,2426,Scott Smith,72.0,185,70.0, Orthodox,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,45.0
2427,2427,Anthony Leone,66.0,135,63.0, Orthodox,1.94,0.53,2.52,0.56,1.72,0.18,0.0,0.0,36.0
2428,2428,Matt Skelton,75.0,265,75.0, Orthodox,0.0,0.0,0.54,0.0,0.0,0.0,0.66,0.0,57.0
2429,2429,Josh Stuart,69.0,160,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2430,2430,Amanda Lemos,64.0,115,65.0, Southpaw,3.43,0.54,4.21,0.44,0.98,0.63,0.57,0.7,37.0
2431,2431,Tom Tuggle,74.0,250,75.0, Orthodox,0.0,0.0,2.14,0.0,32.14,1.0,0.0,0.0,
2432,2432,Wang Cong,66.0,125,66.0, Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
2433,2433,Charles Bennett,68.0,155,67.0, Orthodox,1.39,0.39,1.35,0.64,2.02,1.0,0.36,2.0,44.0
2434,2434,Nick Roehrick,74.0,205,76.0, Orthodox,2.31,0.17,6.92,0.44,0.0,0.0,0.0,0.0,36.0
2435,2435,Mike Massenzio,74.0,185,73.0, Southpaw,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,41.0
2436,2436,Guangyou Ning,64.0,145,64.0, Southpaw,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,42.0
2437,2437,DongHun Choi,65.0,125,66.0, Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2438,2438,Cesar Almeida,73.0,185,74.0, Orthodox,4.5,0.64,1.31,0.5,0.0,0.0,0.62,0.0,36.0
2439,2439,Joanna Jedrzejczyk,66.0,115,65.0, Orthodox,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,36.0
2440,2440,Patrick Cummins,74.0,205,76.0, Orthodox,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,43.0
2441,2441,Rodrigo Gripp de Sousa,71.0,205,73.0, Orthodox,0.48,0.23,4.81,0.52,0.0,0.0,0.0,9.6,
2442,2442,Junior Assuncao,69.0,145,72.0, Orthodox,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,42.0
2443,2443,Zach Light,68.0,170,70.0, Orthodox,0.81,0.33,1.9,0.48,1.36,1.0,0.0,0.0,50.0
2444,2444,Miesha Tate,66.0,135,65.0, Orthodox,2.62,0.45,2.98,0.51,2.02,0.31,0.55,1.3,37.0
2445,2445,Siyar Bahadurzada,71.0,170,73.0, Orthodox,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,40.0
2446,2446,Travis Browne,78.0,255,79.0, Orthodox,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,41.0
2447,2447,Chibwikem Onyenegecha,75.0,185,75.0, Orthodox,5.6,0.55,3.4,0.52,0.0,0.0,1.0,0.0,30.0
2448,2448,Jairzinho Rozenstruik,74.0,242,78.0, Orthodox,3.44,0.49,2.78,0.47,0.0,0.0,0.75,0.0,36.0
2449,2449,Wilson Reis,64.0,125,65.0, Southpaw,1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6,39.0
2450,2450,Christopher Lopez,70.0,170,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
2451,2451,Jae Hyun Park,68.0,155,72.0, Orthodox,0.8,0.63,1.0,0.21,0.0,0.0,0.22,0.0,22.0
2452,2452,Dmitrii Smoliakov,74.0,253,74.0, Switch,1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0,41.0
2453,2453,Travis Calanoc,68.0,145,, Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2454,2454,Christian Wellisch,74.0,234,77.0, Orthodox,3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,48.0
2455,2455,CJ Marsh,, --,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2456,2456,Yan Pellerin,71.0,205,74.0, Orthodox,0.59,0.25,0.89,0.66,4.43,1.0,0.0,0.0,
2457,2457,Donovan Beard,74.0,185,78.0, Orthodox,0.0,0.0,5.77,0.28,0.0,0.0,0.0,0.0,34.0
2458,2458,Cortney Casey,67.0,125,67.0, Orthodox,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,37.0
2459,2459,Andy Anderson,66.0,240,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
2460,2460,Danny Castillo,69.0,155,71.0, Orthodox,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,44.0
2461,2461,ChangHo Lee,68.0,135,69.0, Orthodox,4.3,0.69,1.03,0.47,4.3,0.35,0.25,0.0,30.0
2462,2462,Juan Mott,72.0,190,, Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2463,2463,Carlos Newton,69.0,170,70.0, Orthodox,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9,47.0
2464,2464,Hyun Gyu Lim,75.0,170,77.0, Orthodox,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2,39.0
2465,2465,Charles Oliveira,70.0,155,74.0, Orthodox,3.39,0.53,3.2,0.51,2.17,0.4,0.55,2.8,34.0
2466,2466,Alexander Poppeck,74.0,205,76.0, Orthodox,4.01,0.57,9.81,0.33,0.0,0.0,0.0,0.0,32.0
2467,2467,Marlon Sims,,170,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2468,2468,Justin Willis,73.0,264,78.0, Southpaw,3.37,0.59,2.57,0.57,0.96,0.66,0.36,0.0,36.0
2469,2469,Aleksander Emelianenko,78.0,255,79.0, Orthodox,2.75,0.41,1.7,0.65,2.32,0.72,0.66,0.9,42.0
2470,2470,Denise Gomes,62.0,115,63.0, Orthodox,4.81,0.48,3.66,0.49,1.13,0.33,0.47,0.8,24.0
2471,2471,Daisuke Nakamura,67.0,154,73.0, Orthodox,0.94,0.3,1.38,0.61,0.46,0.4,0.3,3.6,43.0
2472,2472,Kanako Murata,61.0,115,62.0, Orthodox,2.15,0.56,2.4,0.53,3.38,0.56,1.0,0.8,30.0
