,Event Title,Fighter A,Fighter B,Winner,Odds A,Odds B,Underdog,Favorite
1936,UFC 224,Davi Ramos,Nick Hein,Davi Ramos,1.73,2.35,Nick Hein,Davi Ramos
1937,UFC 224,Sean Strickland,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,2,2.05,Elizeu Zaleski dos Santos,Sean Strickland
1938,UFC 224,Warlley Alves,Sultan Aliev,Warlley Alves,1.4,3.45,Sultan Aliev,Warlley Alves
1939,UFC 224,Thales Leites,Jack Hermansson,Jack Hermansson,2.3,1.74,Thales Leites,Jack Hermansson
1940,UFC 224,Alberto Mina,Ramazan Emeev,Ramazan Emeev,2.6,1.65,Alberto Mina,Ramazan Emeev
1941,UFC 224,Markus Perez,James Bochnovic,Markus Perez,1.34,3.65,James Bochnovic,Markus Perez
1942,UFC Fight Night 130,Stephen Thompson,Darren Till,Darren Till,1.7,2.35,Darren Till,Stephen Thompson
1943,UFC Fight Night 130,Craig White,Neil Magny,Neil Magny,6.59,1.17,Craig White,Neil Magny
1944,UFC Fight Night 130,Arnold Allen,Mads Burnell,Arnold Allen,1.42,3.2,Mads Burnell,Arnold Allen
1945,UFC Fight Night 130,Makwan Amirkhani,Jason Knight,Makwan Amirkhani,2.55,1.61,Makwan Amirkhani,Jason Knight
1946,UFC Fight Night 130,Claudio Silva,Nordine Taleb,Claudio Silva,4.75,1.29,Claudio Silva,Nordine Taleb
1947,UFC Fight Night 130,Eric Spicely,Darren Stewart,Darren Stewart,1.65,2.5,Darren Stewart,Eric Spicely
1948,UFC Fight Night 130,Daniel Kelly,Tom Breese,Tom Breese,4.25,1.29,Daniel Kelly,Tom Breese
1949,UFC Fight Night 130,Gina Mazany,Lina Lansberg,Lina Lansberg,1.73,2.45,Lina Lansberg,Gina Mazany
1950,UFC Fight Night 130,Carlo Pedersoli Jr.,Brad Scott,Carlo Pedersoli Jr.,1.74,2.38,Brad Scott,Carlo Pedersoli Jr.
1951,UFC Fight Night 130,Molly McCann,Gillian Robertson,Gillian Robertson,1.63,2.5,Gillian Robertson,Molly McCann
1952,UFC Fight Night 130,Elias Theodorou,Trevor Smith,Elias Theodorou,1.28,4.3,Trevor Smith,Elias Theodorou
1953,UFC Fight Night 131,Jimmie Rivera,Marlon Moraes,Marlon Moraes,1.9,2.08,Marlon Moraes,Jimmie Rivera
1954,UFC Fight Night 131,Gregor Gillespie,Vinc Pichel,Gregor Gillespie,1.27,5,Vinc Pichel,Gregor Gillespie
1955,UFC Fight Night 131,Walt Harris,Daniel Spitz,Walt Harris,1.51,3.1,Daniel Spitz,Walt Harris
1956,UFC Fight Night 131,Jake Ellenberger,Ben Saunders,Ben Saunders,1.66,2.5,Ben Saunders,Jake Ellenberger
1957,UFC Fight Night 131,Daniel Teymur,Julio Arce,Julio Arce,2.7,1.57,Daniel Teymur,Julio Arce
1958,UFC Fight Night 131,Sam Alvey,Gian Villante,Sam Alvey,1.71,2.35,Gian Villante,Sam Alvey
1959,UFC Fight Night 131,Sijara Eubanks,Lauren Murphy,Sijara Eubanks,1.53,2.9,Lauren Murphy,Sijara Eubanks
1960,UFC Fight Night 131,Nik Lentz,David Teymur,David Teymur,3.65,1.36,Nik Lentz,David Teymur
1961,UFC Fight Night 131,Belal Muhammad,Chance Rencountre,Belal Muhammad,1.25,4.75,Chance Rencountre,Belal Muhammad
1962,UFC Fight Night 131,Gleison Tibau,Desmond Green,Desmond Green,3.85,1.33,Gleison Tibau,Desmond Green
1963,UFC Fight Night 131,Johnny Eduardo,Nathaniel Wood,Nathaniel Wood,3.25,1.43,Johnny Eduardo,Nathaniel Wood
1964,UFC Fight Night 131,Jose Torres,Jarred Brooks,Jose Torres,1.74,2.3,Jarred Brooks,Jose Torres
1965,UFC 225,Yoel Romero,Robert Whittaker,Robert Whittaker,3.7,1.4,Yoel Romero,Robert Whittaker
1966,UFC 225,Colby Covington,Rafael dos Anjos,Colby Covington,1.87,2.33,Rafael dos Anjos,Colby Covington
1967,UFC 225,Holly Holm,Megan Anderson,Holly Holm,1.7,2.65,Megan Anderson,Holly Holm
1968,UFC 225,Andrei Arlovski,Tai Tuivasa,Tai Tuivasa,3.1,1.45,Andrei Arlovski,Tai Tuivasa
1969,UFC 225,Phil Brooks,Mike Jackson,Mike Jackson,2.75,1.56,Phil Brooks,Mike Jackson
1970,UFC 225,Alistair Overeem,Curtis Blaydes,Curtis Blaydes,2.75,1.57,Alistair Overeem,Curtis Blaydes
1971,UFC 225,Claudia Gadelha,Carla Esparza,Claudia Gadelha,1.38,5.25,Carla Esparza,Claudia Gadelha
1972,UFC 225,Ricardo Lamas,Mirsad Bektic,Mirsad Bektic,3.15,1.45,Ricardo Lamas,Mirsad Bektic
1973,UFC 225,Rashad Coulter,Chris de la Rocha,Chris de la Rocha,1.91,2.2,Chris de la Rocha,Rashad Coulter
1974,UFC 225,Rashad Evans,Anthony Smith,Anthony Smith,3.12,1.5,Rashad Evans,Anthony Smith
1975,UFC 225,Joseph Benavidez,Sergio Pettis,Sergio Pettis,1.59,2.9,Sergio Pettis,Joseph Benavidez
1976,UFC 225,Clay Guida,Charles Oliveira,Charles Oliveira,2.35,1.74,Clay Guida,Charles Oliveira
1977,UFC 225,Mike Santiago,Dan Ige,Dan Ige,2.1,1.93,Mike Santiago,Dan Ige
1978,UFC Fight Night 132,Donald Cerrone,Leon Edwards,Leon Edwards,3.25,1.49,Donald Cerrone,Leon Edwards
1979,UFC Fight Night 132,Tyson Pedro,Ovince St Preux,Ovince St Preux,1.74,2.26,Ovince St Preux,Tyson Pedro
1980,UFC Fight Night 132,Shinsho Anzai,Jake Matthews,Jake Matthews,5.72,1.18,Shinsho Anzai,Jake Matthews
1981,UFC Fight Night 132,Naoki Inoue,Matt Schnell,Matt Schnell,1.54,2.69,Matt Schnell,Naoki Inoue
1982,UFC Fight Night 132,Jessica-Rose Clark,Jessica Eye,Jessica Eye,1.62,2.5,Jessica Eye,Jessica-Rose Clark
1983,UFC Fight Night 132,Viviane Pereira,Yan Xiaonan,Yan Xiaonan,1.62,2.5,Yan Xiaonan,Viviane Pereira
1984,UFC Fight Night 132,Teruto Ishihara,Petr Yan,Petr Yan,6.15,1.17,Teruto Ishihara,Petr Yan
1985,UFC Fight Night 132,Li Jingliang,Daichi Abe,Li Jingliang,1.45,3.15,Daichi Abe,Li Jingliang
1986,UFC Fight Night 132,Jenel Lausa,Yuta Sasaki,Yuta Sasaki,3.3,1.43,Jenel Lausa,Yuta Sasaki
1987,UFC Fight Night 132,Felipe Arantes,Yadong Song,Yadong Song,2,1.91,Felipe Arantes,Yadong Song
1988,UFC Fight Night 132,Kenan Song,Hector Aldana,Kenan Song,1.36,3.6,Hector Aldana,Kenan Song
1989,UFC Fight Night 132,Rolando Dy,Shane Young,Shane Young,2.5,1.62,Rolando Dy,Shane Young
1990,UFC Fight Night 132,Ji Yeon Kim,Melinda Fabian,Ji Yeon Kim,1.6,2.75,Melinda Fabian,Ji Yeon Kim
1991,TUF 27 Finale,Brad Tavares,Israel Adesanya,Israel Adesanya,2.05,1.91,Brad Tavares,Israel Adesanya
1992,TUF 27 Finale,Mike Trizano,Joe Giannetti,Mike Trizano,2.55,1.65,Mike Trizano,Joe Giannetti
1993,TUF 27 Finale,Alessio Di Chirico,Julian Marquez,Alessio Di Chirico,2.4,1.75,Alessio Di Chirico,Julian Marquez
1994,TUF 27 Finale,Alex Caceres,Martin Bravo,Alex Caceres,1.8,2.23,Martin Bravo,Alex Caceres
1995,TUF 27 Finale,Luis Pena,Richie Smullen,Luis Pena,1.29,4.4,Richie Smullen,Luis Pena
1996,TUF 27 Finale,Barb Honchak,Roxanne Modafferi,Roxanne Modafferi,1.65,2.5,Roxanne Modafferi,Barb Honchak
1997,TUF 27 Finale,Montana De La Rosa,Rachael Ostovich,Montana De La Rosa,1.65,2.45,Rachael Ostovich,Montana De La Rosa
1998,TUF 27 Finale,Jay Cucciniello,Brad Katona,Brad Katona,3.3,1.44,Jay Cucciniello,Brad Katona
1999,TUF 27 Finale,John Gunther,Allan Zuniga,John Gunther,1.7,2.37,Allan Zuniga,John Gunther
2000,TUF 27 Finale,Tyler Diamond,Bryce Mitchell,Bryce Mitchell,1.91,2.29,Bryce Mitchell,Tyler Diamond
2001,TUF 27 Finale,Matt Bessette,Steven Peterson,Steven Peterson,1.79,2.3,Steven Peterson,Matt Bessette
2002,TUF 27 Finale,Oskar Piechota,Gerald Meerschaert,Gerald Meerschaert,1.49,3.01,Gerald Meerschaert,Oskar Piechota
2003,UFC 226,Daniel Cormier,Stipe Miocic,Daniel Cormier,2.77,1.54,Daniel Cormier,Stipe Miocic
2004,UFC 226,Francis Ngannou,Derrick Lewis,Derrick Lewis,1.4,3.8,Derrick Lewis,Francis Ngannou
2005,UFC 226,Mike Perry,Paul Felder,Mike Perry,2.5,1.7,Mike Perry,Paul Felder
2006,UFC 226,Michael Chiesa,Anthony Pettis,Anthony Pettis,1.62,2.6,Anthony Pettis,Michael Chiesa
2007,UFC 226,Gokhan Saki,Khalil Rountree,Khalil Rountree,1.74,2.3,Khalil Rountree,Gokhan Saki
2008,UFC 226,Paulo Costa,Urijah Hall,Paulo Costa,,,,
2009,UFC 226,Raphael Assuncao,Rob Font,Raphael Assuncao,1.78,2.38,Rob Font,Raphael Assuncao
2010,UFC 226,Lando Vannata,Drakkar Klose,Drakkar Klose,1.54,2.74,Drakkar Klose,Lando Vannata
2011,UFC 226,Max Griffin,Curtis Millender,Curtis Millender,2.55,1.61,Max Griffin,Curtis Millender
2012,UFC 226,Daniel Hooker,Gilbert Burns,Daniel Hooker,1.89,2.05,Gilbert Burns,Daniel Hooker
2013,UFC 226,Jamie Moyle,Emily Whitmire,Emily Whitmire,1.57,2.75,Emily Whitmire,Jamie Moyle
2014,UFC Fight Night 133,Junior dos Santos,Blagoy Ivanov,Junior dos Santos,1.57,2.9,Blagoy Ivanov,Junior dos Santos
2015,UFC Fight Night 133,Sage Northcutt,Zak Ottow,Sage Northcutt,1.83,2.35,Zak Ottow,Sage Northcutt
2016,UFC Fight Night 133,Chad Mendes,Myles Jury,Chad Mendes,1.87,2.85,Myles Jury,Chad Mendes
2017,UFC Fight Night 133,Darren Elkins,Alex Volkanovski,Alex Volkanovski,3.1,1.48,Darren Elkins,Alex Volkanovski
2018,UFC Fight Night 133,Marion Reneau,Cat Zingano,Cat Zingano,1.95,2,Cat Zingano,Marion Reneau
2019,UFC Fight Night 133,Eddie Wineland,Alejandro Perez,Alejandro Perez,2.65,1.58,Eddie Wineland,Alejandro Perez
2020,UFC Fight Night 133,Dennis Bermudez,Rick Glenn,Rick Glenn,1.58,2.65,Rick Glenn,Dennis Bermudez
2021,UFC Fight Night 133,Justin Scoggins,Said Nurmagomedov,Said Nurmagomedov,2.07,1.89,Justin Scoggins,Said Nurmagomedov
2022,UFC Fight Night 133,Randy Brown,Niko Price,Niko Price,1.8,2.15,Niko Price,Randy Brown
2023,UFC Fight Night 133,Kurt Holobaugh,Raoni Barcelos,Raoni Barcelos,1.63,2.5,Raoni Barcelos,Kurt Holobaugh
2024,UFC Fight Night 133,Liz Carmouche,Jennifer Maia,Liz Carmouche,1.89,2.1,Jennifer Maia,Liz Carmouche
2025,UFC Fight Night 133,Mark Delarosa,Elias Garcia,Mark Delarosa,2.2,1.77,Mark Delarosa,Elias Garcia
2026,UFC Fight Night 133,Jessica Aguilar,Jodie Esquibel,Jessica Aguilar,2.53,1.67,Jessica Aguilar,Jodie Esquibel
2027,UFC Fight Night 134,Mauricio Rua,Anthony Smith,Anthony Smith,2.6,1.71,Mauricio Rua,Anthony Smith
2028,UFC Fight Night 134,Corey Anderson,Glover Teixeira,Corey Anderson,2.38,1.85,Corey Anderson,Glover Teixeira
2029,UFC Fight Night 134,Vitor Miranda,Abu Azaitar,Abu Azaitar,2.85,1.53,Vitor Miranda,Abu Azaitar
2030,UFC Fight Night 134,Marcin Tybura,Stefan Struve,Marcin Tybura,1.5,2.9,Stefan Struve,Marcin Tybura
2031,UFC Fight Night 134,David Zawada,Danny Roberts,Danny Roberts,3.5,1.5,David Zawada,Danny Roberts
2032,UFC Fight Night 134,Nasrat Haqparast,Marc Diakiese,Nasrat Haqparast,2.5,1.64,Nasrat Haqparast,Marc Diakiese
2033,UFC Fight Night 134,Nick Hein,Damir Hadzovic,Damir Hadzovic,1.62,2.48,Damir Hadzovic,Nick Hein
2034,UFC Fight Night 134,Emil Meek,Bartosz Fabinski,Bartosz Fabinski,1.7,2.4,Bartosz Fabinski,Emil Meek
2035,UFC Fight Night 134,Nad Narimani,Khalid Taha,Nad Narimani,1.4,3.31,Khalid Taha,Nad Narimani
2036,UFC Fight Night 134,Justin Ledet,Aleksandar Rakic,Aleksandar Rakic,1.87,2.05,Aleksandar Rakic,Justin Ledet
2037,UFC Fight Night 134,Manny Bermudez,Davey Grant,Manny Bermudez,1.4,3.52,Davey Grant,Manny Bermudez
2038,UFC Fight Night 134,Jeremy Kimball,Darko Stosic,Darko Stosic,3.3,1.4,Jeremy Kimball,Darko Stosic
2039,UFC Fight Night 134,Damian Stasiak,Pingyuan Liu,Pingyuan Liu,1.95,2.03,Pingyuan Liu,Damian Stasiak
2040,UFC on Fox 30,Dustin Poirier,Eddie Alvarez,Dustin Poirier,1.62,2.67,Eddie Alvarez,Dustin Poirier
2041,UFC on Fox 30,Jose Aldo,Jeremy Stephens,Jose Aldo,2.1,1.91,Jose Aldo,Jeremy Stephens
2042,UFC on Fox 30,Joanna Jedrzejczyk,Tecia Torres,Joanna Jedrzejczyk,1.36,3.75,Tecia Torres,Joanna Jedrzejczyk
2043,UFC on Fox 30,Olivier Aubin-Mercier,Alexander Hernandez,Alexander Hernandez,1.91,2.1,Alexander Hernandez,Olivier Aubin-Mercier
2044,UFC on Fox 30,Jordan Mein,Alex Morono,Jordan Mein,1.73,2.33,Alex Morono,Jordan Mein
2045,UFC on Fox 30,Hakeem Dawodu,Austin Arnett,Hakeem Dawodu,1.29,4.8,Austin Arnett,Hakeem Dawodu
2046,UFC on Fox 30,Kajan Johnson,Islam Makhachev,Islam Makhachev,5.72,1.2,Kajan Johnson,Islam Makhachev
2047,UFC on Fox 30,Gadzhimurad Antigulov,Ion Cutelaba,Ion Cutelaba,2.15,1.91,Gadzhimurad Antigulov,Ion Cutelaba
2048,UFC on Fox 30,John Makdessi,Ross Pearson,John Makdessi,1.49,3.01,Ross Pearson,John Makdessi
2049,UFC on Fox 30,Alexis Davis,Katlyn Chookagian,Katlyn Chookagian,2.4,1.68,Alexis Davis,Katlyn Chookagian
2050,UFC on Fox 30,Dustin Ortiz,Matheus Nicolau,Dustin Ortiz,2.75,1.53,Dustin Ortiz,Matheus Nicolau
2051,UFC on Fox 30,Randa Markos,Nina Nunes,Nina Nunes,2.25,1.74,Randa Markos,Nina Nunes
2052,UFC on Fox 30,Alvaro Herrera,Devin Powell,Devin Powell,2,2,Alvaro Herrera,Devin Powell
2053,UFC 227,Cody Garbrandt,T.J. Dillashaw,T.J. Dillashaw,2.15,1.83,Cody Garbrandt,T.J. Dillashaw
2054,UFC 227,Demetrious Johnson,Henry Cejudo,Henry Cejudo,1.22,5,Henry Cejudo,Demetrious Johnson
2055,UFC 227,Cub Swanson,Renato Moicano,Renato Moicano,3.75,1.37,Cub Swanson,Renato Moicano
2056,UFC 227,J.J. Aldrich,Polyana Viana,J.J. Aldrich,2.5,1.67,J.J. Aldrich,Polyana Viana
2057,UFC 227,Thiago Santos,Kevin Holland,Thiago Santos,1.31,3.89,Kevin Holland,Thiago Santos
2058,UFC 227,Pedro Munhoz,Brett Johns,Pedro Munhoz,1.51,3,Brett Johns,Pedro Munhoz
2059,UFC 227,Montel Jackson,Ricky Simon,Ricky Simon,1.91,2.1,Ricky Simon,Montel Jackson
2060,UFC 227,Ricardo Ramos,Kyung Ho Kang,Ricardo Ramos,1.4,3.5,Kyung Ho Kang,Ricardo Ramos
2061,UFC 227,Sheymon da Silva Moraes,Matt Sayles,Sheymon da Silva Moraes,2.25,1.75,Sheymon da Silva Moraes,Matt Sayles
2062,UFC 227,Alex Perez,Jose Torres,Alex Perez,1.87,2.35,Jose Torres,Alex Perez
2063,UFC 227,Danielle Taylor,Weili Zhang,Weili Zhang,3.75,1.4,Danielle Taylor,Weili Zhang
2064,UFC 227,Marlon Vera,Wuliji Buren,Marlon Vera,1.22,5.25,Wuliji Buren,Marlon Vera
2065,UFC Fight Night 135,Justin Gaethje,James Vick,Justin Gaethje,2.2,1.79,Justin Gaethje,James Vick
2066,UFC Fight Night 135,Michael Johnson,Andre Fili,Michael Johnson,2.15,1.87,Michael Johnson,Andre Fili
2067,UFC Fight Night 135,Angela Hill,Cortney Casey,Cortney Casey,1.87,2.15,Cortney Casey,Angela Hill
2068,UFC Fight Night 135,Bryan Barberena,Jake Ellenberger,Bryan Barberena,1.27,4.7,Jake Ellenberger,Bryan Barberena
2069,UFC Fight Night 135,Deiveson Figueiredo,John Moraga,Deiveson Figueiredo,1.65,2.5,John Moraga,Deiveson Figueiredo
2070,UFC Fight Night 135,Eryk Anders,Tim Williams,Eryk Anders,1.11,9.5,Tim Williams,Eryk Anders
2071,UFC Fight Night 135,James Krause,Warlley Alves,James Krause,4,1.31,James Krause,Warlley Alves
2072,UFC Fight Night 135,Cory Sandhagen,Yuri Alcantara,Cory Sandhagen,1.49,2.9,Yuri Alcantara,Cory Sandhagen
2073,UFC Fight Night 135,Andrew Sanchez,Markus Perez,Andrew Sanchez,1.8,2.23,Markus Perez,Andrew Sanchez
2074,UFC Fight Night 135,George Sullivan,Mickey Gall,Mickey Gall,3.95,1.31,George Sullivan,Mickey Gall
2075,UFC Fight Night 135,Joanne Wood,Kalindra Faria,Joanne Wood,1.6,2.7,Kalindra Faria,Joanne Wood
2076,UFC Fight Night 135,Drew Dober,Jon Tuck,Drew Dober,1.5,3.1,Jon Tuck,Drew Dober
2077,UFC Fight Night 135,Rani Yahya,Luke Sanders,Rani Yahya,2,2,Rani Yahya,Luke Sanders
2078,UFC 228,Tyron Woodley,Darren Till,Tyron Woodley,2.1,1.95,Tyron Woodley,Darren Till
2079,UFC 228,Jessica Andrade,Karolina Kowalkiewicz,Jessica Andrade,1.24,5,Karolina Kowalkiewicz,Jessica Andrade
2080,UFC 228,Brandon Davis,Zabit Magomedsharipov,Zabit Magomedsharipov,10.75,1.09,Brandon Davis,Zabit Magomedsharipov
2081,UFC 228,John Dodson,Jimmie Rivera,Jimmie Rivera,2.33,1.7,John Dodson,Jimmie Rivera
2082,UFC 228,Abdul Razak Alhassan,Niko Price,Abdul Razak Alhassan,1.94,2,Niko Price,Abdul Razak Alhassan
2083,UFC 228,Tatiana Suarez,Carla Esparza,Tatiana Suarez,1.25,4.5,Carla Esparza,Tatiana Suarez
2084,UFC 228,Cody Stamann,Aljamain Sterling,Aljamain Sterling,2.55,1.62,Cody Stamann,Aljamain Sterling
2085,UFC 228,Geoff Neal,Frank Camacho,Geoff Neal,1.54,2.9,Frank Camacho,Geoff Neal
2086,UFC 228,Charles Byrd,Darren Stewart,Darren Stewart,1.61,2.58,Darren Stewart,Charles Byrd
2087,UFC 228,Diego Sanchez,Craig White,Diego Sanchez,2.9,1.49,Diego Sanchez,Craig White
2088,UFC 228,Jim Miller,Alex White,Jim Miller,2.5,1.62,Jim Miller,Alex White
2089,UFC 228,Irene Aldana,Lucie Pudilova,Irene Aldana,1.91,2,Lucie Pudilova,Irene Aldana
2090,UFC 228,Jarred Brooks,Roberto Sanchez,Jarred Brooks,1.53,3.5,Roberto Sanchez,Jarred Brooks
2091,UFC FIght Night Moscow,Aleksei Oleinik,Mark Hunt,Aleksei Oleinik,2.1,1.99,Aleksei Oleinik,Mark Hunt
2092,UFC FIght Night Moscow,Jan Blachowicz,Nikita Krylov,Jan Blachowicz,2.4,1.71,Jan Blachowicz,Nikita Krylov
2093,UFC FIght Night Moscow,Andrei Arlovski,Shamil Abdurakhimov,Shamil Abdurakhimov,2.15,1.83,Andrei Arlovski,Shamil Abdurakhimov
2094,UFC FIght Night Moscow,Thiago Alves,Alexey Kunchenko,Alexey Kunchenko,5,1.24,Thiago Alves,Alexey Kunchenko
2095,UFC FIght Night Moscow,Khalid Murtazaliev,C.B. Dollaway,Khalid Murtazaliev,1.62,2.5,C.B. Dollaway,Khalid Murtazaliev
2096,UFC FIght Night Moscow,Petr Yan,Jin Soo Son,Petr Yan,1.11,9.39,Jin Soo Son,Petr Yan
2097,UFC FIght Night Moscow,Rustam Khabilov,Kajan Johnson,Rustam Khabilov,1.14,7.05,Kajan Johnson,Rustam Khabilov
2098,UFC FIght Night Moscow,Mairbek Taisumov,Desmond Green,Mairbek Taisumov,1.2,5.72,Desmond Green,Mairbek Taisumov
2099,UFC FIght Night Moscow,Marcin Prachnio,Magomed Ankalaev,Magomed Ankalaev,5.49,1.22,Marcin Prachnio,Magomed Ankalaev
2100,UFC FIght Night Moscow,Jordan Johnson,Adam Yandiev,Jordan Johnson,1.4,3.46,Adam Yandiev,Jordan Johnson
2101,UFC FIght Night Moscow,Ramazan Emeev,Stefan Sekulic,Ramazan Emeev,1.17,6.5,Stefan Sekulic,Ramazan Emeev
2102,UFC FIght Night Moscow,Merab Dvalishvili,Terrion Ware,Merab Dvalishvili,1.2,5.44,Terrion Ware,Merab Dvalishvili
2103,UFC Fight Night Sao Paulo,Thiago Santos,Eryk Anders,Thiago Santos,1.54,2.75,Eryk Anders,Thiago Santos
2104,UFC Fight Night Sao Paulo,Carlo Pedersoli Jr.,Alex Oliveira,Alex Oliveira,5,1.22,Carlo Pedersoli Jr.,Alex Oliveira
2105,UFC Fight Night Sao Paulo,Sam Alvey,Rogerio Nogueira,Rogerio Nogueira,1.3,4.08,Rogerio Nogueira,Sam Alvey
2106,UFC Fight Night Sao Paulo,Renan Barao,Andre Ewell,Andre Ewell,1.62,2.7,Andre Ewell,Renan Barao
2107,UFC Fight Night Sao Paulo,Charles Oliveira,Christos Giagos,Charles Oliveira,1.25,4.75,Christos Giagos,Charles Oliveira
2108,UFC Fight Night Sao Paulo,Francisco Trinaldo,Evan Dunham,Francisco Trinaldo,1.62,2.55,Evan Dunham,Francisco Trinaldo
2109,UFC Fight Night Sao Paulo,Ryan Spann,Luis Henrique,Ryan Spann,1.83,2.2,Luis Henrique,Ryan Spann
2110,UFC Fight Night Sao Paulo,Augusto Sakai,Chase Sherman,Augusto Sakai,1.53,3.1,Chase Sherman,Augusto Sakai
2111,UFC Fight Night Sao Paulo,Sergio Moraes,Ben Saunders,Sergio Moraes,1.39,3.4,Ben Saunders,Sergio Moraes
2112,UFC Fight Night Sao Paulo,Gillian Robertson,Mayra Bueno Silva,Mayra Bueno Silva,1.74,2.25,Mayra Bueno Silva,Gillian Robertson
2113,UFC Fight Night Sao Paulo,Thales Leites,Hector Lombard,Thales Leites,1.71,2.45,Hector Lombard,Thales Leites
2114,UFC Fight Night Sao Paulo,Elizeu Zaleski dos Santos,Luigi Vendramini,Elizeu Zaleski dos Santos,,,,
2115,UFC Fight Night Sao Paulo,Livia Renata Souza,Alex Chambers,Livia Renata Souza,1.09,11.75,Alex Chambers,Livia Renata Souza
2116,UFC 229,Khabib Nurmagomedov,Conor McGregor,Khabib Nurmagomedov,1.61,2.7,Conor McGregor,Khabib Nurmagomedov
2117,UFC 229,Sergio Pettis,Jussier Formiga,Jussier Formiga,1.54,2.7,Jussier Formiga,Sergio Pettis
2118,UFC 229,Alexander Volkov,Derrick Lewis,Derrick Lewis,1.65,2.47,Derrick Lewis,Alexander Volkov
2119,UFC 229,Ovince St Preux,Dominick Reyes,Dominick Reyes,3,1.57,Ovince St Preux,Dominick Reyes
2120,UFC 229,Tony Ferguson,Anthony Pettis,Tony Ferguson,1.31,4.4,Anthony Pettis,Tony Ferguson
2121,UFC 229,Vicente Luque,Jalin Turner,Vicente Luque,1.16,7,Jalin Turner,Vicente Luque
2122,UFC 229,Felice Herrig,Michelle Waterson,Michelle Waterson,1.8,2.2,Michelle Waterson,Felice Herrig
2123,UFC 229,Yana Santos,Lina Lansberg,Yana Santos,1.44,3.35,Lina Lansberg,Yana Santos
2124,UFC 229,Scott Holtzman,Alan Patrick,Scott Holtzman,3.75,1.36,Scott Holtzman,Alan Patrick
2125,UFC 229,Gray Maynard,Nik Lentz,Nik Lentz,3.15,1.45,Gray Maynard,Nik Lentz
2126,UFC 229,Ryan LaFlare,Tony Martin,Tony Martin,1.83,2.15,Tony Martin,Ryan LaFlare
2127,UFC 229,Aspen Ladd,Tonya Evinger,Aspen Ladd,1.57,2.64,Tonya Evinger,Aspen Ladd
2128,UFC Fight Night 138,Volkan Oezdemir,Anthony Smith,Anthony Smith,1.68,2.5,Anthony Smith,Volkan Oezdemir
2129,UFC Fight Night 138,Michael Johnson,Artem Lobov,Michael Johnson,1.18,5.86,Artem Lobov,Michael Johnson
2130,UFC Fight Night 138,Misha Cirkunov,Patrick Cummins,Misha Cirkunov,1.31,4,Patrick Cummins,Misha Cirkunov
2131,UFC Fight Night 138,Andre Soukhamthath,Jonathan Martinez,Andre Soukhamthath,1.74,2.5,Jonathan Martinez,Andre Soukhamthath
2132,UFC Fight Night 138,Gian Villante,Ed Herman,Gian Villante,1.49,3.05,Ed Herman,Gian Villante
2133,UFC Fight Night 138,Alex Garcia,Court McGee,Court McGee,1.5,3.05,Court McGee,Alex Garcia
2134,UFC Fight Night 138,Nordine Taleb,Sean Strickland,Sean Strickland,1.91,2.2,Sean Strickland,Nordine Taleb
2135,UFC Fight Night 138,Nasrat Haqparast,Thibault Gouti,Nasrat Haqparast,1.14,7,Thibault Gouti,Nasrat Haqparast
2136,UFC Fight Night 138,Calvin Kattar,Chris Fishgold,Calvin Kattar,1.51,4.2,Chris Fishgold,Calvin Kattar
2137,UFC Fight Night 138,Sarah Moras,Talita Bernardo,Talita Bernardo,1.61,2.59,Talita Bernardo,Sarah Moras
2138,UFC Fight Night 138,Te Edwards,Don Madge,Don Madge,1.23,5,Don Madge,Te Edwards
2139,UFC Fight Night 138,Arjan Bhullar,Marcelo Golm,Arjan Bhullar,1.67,2.5,Marcelo Golm,Arjan Bhullar
2140,UFC Fight Night 138,Stevie Ray,Jessin Ayari,Stevie Ray,1.64,2.5,Jessin Ayari,Stevie Ray
2141,UFC 230,Daniel Cormier,Derrick Lewis,Daniel Cormier,1.29,4.7,Derrick Lewis,Daniel Cormier
2142,UFC 230,Chris Weidman,Ronaldo Souza,Ronaldo Souza,1.64,2.5,Ronaldo Souza,Chris Weidman
2143,UFC 230,Jared Cannonier,David Branch,Jared Cannonier,4,1.33,Jared Cannonier,David Branch
2144,UFC 230,Jack Marshman,Karl Roberson,Karl Roberson,3.95,1.32,Jack Marshman,Karl Roberson
2145,UFC 230,Derek Brunson,Israel Adesanya,Israel Adesanya,3.25,1.42,Derek Brunson,Israel Adesanya
2146,UFC 230,Jason Knight,Jordan Rinaldi,Jordan Rinaldi,1.36,3.75,Jordan Rinaldi,Jason Knight
2147,UFC 230,Sijara Eubanks,Roxanne Modafferi,Sijara Eubanks,1.2,5.8,Roxanne Modafferi,Sijara Eubanks
2148,UFC 230,Julio Arce,Sheymon da Silva Moraes,Sheymon da Silva Moraes,1.42,3.33,Sheymon da Silva Moraes,Julio Arce
2149,UFC 230,Lyman Good,Ben Saunders,Lyman Good,1.17,6,Ben Saunders,Lyman Good
2150,UFC 230,Kurt Holobaugh,Shane Burgos,Shane Burgos,4.5,1.33,Kurt Holobaugh,Shane Burgos
2151,UFC 230,Adam Wieczorek,Marcos Rogerio de Lima,Marcos Rogerio de Lima,1.6,2.9,Marcos Rogerio de Lima,Adam Wieczorek
